"id_igreja";"nome";"paroco";"endereco";"bairro";"cidade";"uf";"pais";"cep";"telefones";"observacao";"latitude";"longitude";"src_missas";"src_confissoes";"url";"email";"diocese";"hash";"hash_matriz";"secretaria";"last_modified"
77;"Paróquia Nossa Senhora da Consolação e Correia";"Pe. Fr. José Rodriguez Álvarez, OSA";"Rua Barão do Bom Retiro, 909";"Engenho Novo";"Rio de Janeiro";"RJ";"Brasil";"20715-003";"(21) 2581-9971";"<strong>Atenção: Devido à festa, neste domingo 07/06/2014 a Missa das 19h será às 17h</strong>";-22.911086;-43.26866;"Domingo: 08h, 10:30 e 19h
Segunda-feira: 19h
qua 17h
qui e sex 7h30 19h
Sab 19h";"";"";"";"Rio de Janeiro";"aWdhz";NULL;"";"2014-06-02 19:39:51"
78;"Paróquia Nossa Senhora Consolata";"Pe. Gilmar Souza da Silva, Nds";"Rua São Luiz Gonzaga, 1.860";"Benfica";"Rio de Janeiro";"RJ";"Brasil";"20910-064";"(21) 3860-5519";"";-22.895809;-43.237147;"Domingo 7h 9h 19h
Domingo 8h (N.Sa. das Graças - Arará)
Domingo 17h (Capela N.Sa. de Todos os Pobres - Telégrafo)
Domingo 10h30 (Capela N.Sa. da Glória - Mangueira)
Seg Qua  Sex 19:30h 
Sábado 17h (Capela N.Sa. Fátima - Erédia)
Sábado 19h (Capela São Pedro - Vila Previdência)



3ª Qua 19h30 (Missa de cura e libertação)";"";"";"";"Rio de Janeiro";"CqO7W";NULL;"";"2015-10-21 16:18:48"
79;"Nossa Senhora da Divina Providência";"Pe. Geraldo Majela Silva";"Rua Lopes Quintas, 274";"Jardim Botânico";"Rio de Janeiro";"RJ";"Brasil";"22460-010";"(21) 2294-5648";"";-22.964335;-43.221012;"Seg a Sex 06:30 18:30
Sab 07:00 17:00
Dom 09:00 11:00 18:00 19:30";"";"";"";"Rio de Janeiro";"pA8X3";NULL;"";"2015-08-29 16:31:55"
80;"Nossa Senhora da Esperança";"Pe. Francisco Beffa";"Rua Conde de Irajá, 465";"Botafogo";"Rio de Janeiro";"RJ";"Brasil";"22271-020";"(21) 2538-2215";"";-22.956398;-43.194805;"Ter a Sab 18:00
Dom 09:00 11:00 18:30
1a Sex 08:00";"";"";"";"Rio de Janeiro";"RTswa";NULL;NULL;"2012-12-29 13:22:16"
81;"Matriz de Nossa Senhora da Glória";"Pe.Geovane Ferreira";"Largo do Machado, s/n";"Laranjeiras";"Rio de Janeiro";"RJ";"Brasil";"22221-020";"(21) 2225-0735";"Todas as Segundas-feiras, de 10h às 15h, a Igreja fecha para faxina.


Confissões no Sábado e Domingo: conforme disponibilidade dos padres";-22.930968;-43.1783;"Segunda a Sexta 7h30 9h 12h 17h 18h
Sab 7h30 9h 15h 17h
Domingo  7h30  9h   10h30 12h 17h 18h30 20h";"Segunda-feira: das 15h às 17h
Terça a Sexta-feira das 9h30 às 11h e das 15h às 17h";"http://www.nsdagloria.com/";"";"Rio de Janeiro";"3ndM7";NULL;"Segunda-feira:
8h às 10h | 15h às 18h

De Terça a Sexta-feira:
8h às 13h | 14h às 18h

Sábado:
8h às 13h | 14h30 às 18h30

Domingo:
8h às 13h | 16h às 21h";"2015-11-16 21:34:11"
82;"Paróquia Nossa Senhora da Glória";"Pe. Sebastião Moreira Ramos, SDV";"Rua Ipameri, 66";"Cordovil";"Rio de Janeiro";"RJ";"Brasil";"21012-170";"(21) 2485-2579";"";-22.823728;-43.292514;"Seg a Sex 18:00
Dom 07:00 09:00 18:00";"meia hora antes da Missa";"";"";"Rio de Janeiro";"g7Nle";NULL;NULL;"2013-05-10 12:01:21"
83;"Paróquia Nossa Senhora da Glória";"Pe. José Eliomar de Almeida Soares, SJC";"Praça Santa Cruz, 26";"Santa Cruz";"Rio de Janeiro";"RJ";"Brasil";"23520-240";"(21) 3395-0753";"";-22.936049;-43.666528;"Qui 07:00 19:00
Sab 18:00
Dom 07:00 19:00";"Qui 15:00";"";"";"Rio de Janeiro";"IR8BB";NULL;NULL;"2013-05-10 12:01:12"
84;"Paróquia Nossa Senhora da Guia";"Pe. Jorge Emílio Lutz Mazzini, SVC";"Rua Lins de Vasconcelos, 699";"Lins de Vasconcelos";"Rio de Janeiro";"RJ";"Brasil";"20710-130";"(21) 2597-2497";"Nesta paróquia você encontra a atuação do Movimento de Vida Cristã (MVC).";-22.912091;-43.286794;"Segunda a sexta: 19h
1a Sexta 8:00
Domingo: 8h, 10h e 19h";"Seg a Sex 18h30
Dom 7h30 9h30 18h30";"http://www.senhoradaguia.org.br/";"";"Rio de Janeiro";"uksai";NULL;NULL;"2013-05-21 18:53:44"
85;"Nossa Senhora da Lapa";"Pe. Walnei de Moura Antunes";"Rua Albino Paiva, 365";"Senador Camará";"Rio de Janeiro";"RJ";"Brasil";"21830-490";"(21) 3159-4501";"";-22.879186;-43.486394;"Seg Qui 08:00
Qua Sex 19:00
Dom 07:00 10:00 19:00";"Qui após a missa";"";"";"Rio de Janeiro";"X4d0F";NULL;NULL;"2012-12-29 13:22:16"
86;"Nossa Senhora da Luz";"Pe. Sérgio Ricardo Conceição de Souza";"Rua Ana Néri, 1.114";"Rocha";"Rio de Janeiro";"RJ";"Brasil";"20960-005";"(21) 2241-0671";"";-22.900497;-43.246501;"";"";"";"";"Rio de Janeiro";"9ONPm";NULL;NULL;"2013-01-11 18:32:25"
87;"Nossa Senhora da Luz";"Pe. Marcelo de Assis Paiva";"Estrada das Furnas, 220";"Alto da Boa Vista";"Rio de Janeiro";"RJ";"Brasil";"20531-570";"(21) 2492-2144";"";-22.9612676;-43.2730287;"domingo 09:00 e 11:00";"";"";"";"Rio de Janeiro";"li7pJ";NULL;"";"2014-03-09 22:23:41"
88;"Our Lady of Mercy - Catholic Parish";"Pe. André Sampaio de Oliveira";"Rua Visconde de Caravelas, 48";"Botafogo";"Rio de Janeiro";"RJ";"Brasil";"22271-030";"(21) 2266-8273, (21) 2266-8297";"Missa Domingo 9:30 em Inglês.";-22.956347;-43.193688;"Dom 9:30 (Em Inglês), 19:00";"";"http://www.olmrio.com/chapelolm_eng.html";"";"Rio de Janeiro";"O1sEq";NULL;NULL;"2012-12-29 13:22:16"
89;"Nossa Senhora da Paz";"Mons. Manuel Moreira Vieira";"Rua Visconde de Pirajá, 339";"Ipanema";"Rio de Janeiro";"RJ";"Brasil";"22410-003";"(21) 2523-4543";"";-22.984219;-43.205222;"Seg 07:30 17:30
Ter a Sex 06:30 07:30 08:30 10:00 12:00 17:30 18:30
Sab 06:30 07:30 08:30 10:00 16:30 18:00
Dom 07:00 08:30 10:00 11:30 12:30 16:30 18:00 19:30 21:00";"Ter a Sex 09:00 as 12:00 15:00 as 18:00
Sab 09:00 as 12:00";"http://www.nspaz.org.br";"";"Rio de Janeiro";"0LceN";NULL;NULL;"2012-12-29 20:28:12"
90;"Nossa Senhora da Paz";"Pe. Alessandro Manoel dos Santos";"Rua Dois, 2";"Conjunto Campinho - Campo Grande";"Rio de Janeiro";"RJ";"Brasil";"23067-040";"(21) 3404-3428";"";-22.8829502;-43.6154629;"";"";"";"";"Rio de Janeiro";"cfN3u";NULL;NULL;"2013-01-11 18:32:25"
91;"Nossa Senhora da Paz";"Pe Charles Pierre";"Estrada do Mendanha, 6.582";"Serrinha - Campo Grande";"Rio de Janeiro";"RJ";"Brasil";"23097-006";"(21)3426-6176";"";-22.8444;-43.549583;"Domingo 8h30 e 18h";"";"www.facebook.com/nossasenhoradapazserrinha";"";"Rio de Janeiro";"Ez7TR";NULL;"";"2015-10-28 11:56:12"
92;"Nossa Senhora da Paz";"Pe. João Damasceno da Cruz Filho";"Rua da Paz, 7";"Parque União - Bonsucesso";"Rio de Janeiro";"RJ";"Brasil";"21044-430";"(21)2590-0885";"";-22.852027;-43.2459105;"Ter a Sex 19:00
Sab 19:30
Dom 07:30 09:30 17:00 19:00";"meia hora antes da Missa";"";"";"Rio de Janeiro";"rIrsy";NULL;NULL;"2013-01-12 13:29:42"
93;"Nossa Senhora da Piedade";"Pe. Daniel Rodrigues Mourão";"Rua Clarimundo de Melo, 222";"Piedade";"Rio de Janeiro";"RJ";"Brasil";"20740-322";"(21) 2595-8969";"";-22.896109;-43.308349;"Seg Qui 18:00
Qua Sex 19:00
Sab 19:00
Dom 07:00 09:00 19:00";"";"";"";"Rio de Janeiro";"TccIV";NULL;NULL;"2012-12-29 13:22:16"
94;"Nossa Senhora da Salette";"Pe. Marcos Antônio Pereira de Queiroz, MS";"Rua Catumbi, 78";"Catumbi";"Rio de Janeiro";"RJ";"Brasil";"20251-440";"(21) 2502-1564";"";-22.916152;-43.195484;"Ter Qua Sex 07:00 18:00 19:00
Qui 07:00 18:00 
Sab 07:00 17:00
Dom 07:00 09:30 18:00
";"";"http://www.nsrasalette.org.br";"";"Rio de Janeiro";"5wMi2";NULL;NULL;"2013-01-12 13:29:42"
95;"Nossa Senhora da Saúde";"Pe. Carlos Alberto Nascimento";"Rua General Olivio Uzeda, 231";"Curicica";"Rio de Janeiro";"RJ";"Brasil";"22780-500";"(21) 2441-2513";"";-22.957177;-43.386651;"Seg Qua Sex 19:00
Dom 07:30 09:30 19:00
";"";"";"";"Rio de Janeiro";"iG77Z";NULL;NULL;"2012-12-29 13:22:16"
96;"Nossa Senhora da Vitória";"Mons. Joel Portella Amado";"Rua Des. José Maria Ortigão Sampaio, 55";"Alfabarra 2 - Barra da Tijuca";"Rio de Janeiro";"RJ";"Brasil";"22795-245";"(21) 2433-3764";"";-23.0086641;-43.3686819;"Qua Sex 19:30
Sab 18:00
Dom 09:00 20:30

Sab 19:30 (Colégio Anglo-Americano)";"";"http://www.nsv.org.br";"";"Rio de Janeiro";"KZrX6";NULL;"";"2015-03-16 20:03:21"
97;"Nossa Senhora das Dores";"Pe. Fr. Paulo Sérgio M. Angeloni, OSM";"Av. Paulo de Frontin, 500";"Rio Comprido";"Rio de Janeiro";"RJ";"Brasil";"20261-242";"(21) 2273-5143";"";-22.924282;-43.209815;"Seg a Sab 07:30 19:00
Dom  07:30 09:00 11:00 19:00";"";"";"";"Rio de Janeiro";"wtbwd";NULL;"";"2017-03-05 12:00:04"
98;"Paróquia Nossa Senhora das Dores";"Pe. Jorge Carrera";"Rua Palmeiras do Norte, 257";"Inhaúma";"Rio de Janeiro";"RJ";"Brasil";"21051-400";"(21) 2260-3571";"";-22.87235;-43.270541;"Seg Qua Sex 19:00
Dom 08:00 10:00 18:00";"";"";"";"Rio de Janeiro";"ZDMMA";NULL;NULL;"2013-08-11 18:55:49"
99;"Nossa Senhora das Dores e São Judas Tadeu";"Pe. Luiz Cláudio Baraúna Pessanha";"Estrada do Engenho Novo, 270";"Anchieta";"Rio de Janeiro";"RJ";"Brasil";"21620-240";"(21) 3339-4561";"Casa 12";-22.8257407;-43.4053715;"Dom 07:00 10:00 19:00
1a Sex 19:00";"";"";"";"Rio de Janeiro";"BX6lh";NULL;NULL;"2012-12-29 13:22:16"
100;"Nossa Senhora das Graças";"Pe. Fr. André Ricardo Zago, OSA";"Rua Capitão Rubens, 55";"Marechal Hermes";"Rio de Janeiro";"RJ";"Brasil";"21610-290";"(21) 3390-6837";"Ramal 200";-22.865948;-43.373807;"Seg Qua Qui Sex 08:00 19:00
Sab 08:00 17:00
Dom 07:00 09:00 19:00
";"";"http://www.dasgracas.com.br";"";"Rio de Janeiro";"nqrBE";NULL;NULL;"2012-12-29 20:55:01"
101;"Nossa Senhora das Graças";"Pe. José Brito Terceiro";"Rua Fernando Esquerdo, 370";"Maria da Graça";"Rio de Janeiro";"RJ";"Brasil";"20785-370";"(21) 2241-0723";"";-22.883659;-43.265229;"Seg Qua Qui Sex 19:00
Sab 18:00
Dom 08:00 10h30 18:00";"";"";"";"Rio de Janeiro";"QAbal";NULL;"";"2016-08-24 07:46:57"
102;"Nossa Senhora das Graças";"Pe. Luiz Carlos Pereira";"Rua Benedito Lacerda, Q. 2 L. 11";"Vila Nova - Campo Grande";"Rio de Janeiro";"RJ";"Brasil";"23071-340";"(21) 3394-3383";"";-22.88971;-43.579577;"Ter Qui 18:30
Sex 18:00
Dom 07:30 19:00
4a Sex 17:30 (Enfermos)
3o Dom 09:30 (Catequese)
";"";"http://www.paroquiadasgracas.com";"";"Rio de Janeiro";"2UM0I";NULL;NULL;"2013-01-12 13:29:42"
103;"Paróquia Nossa Senhora das Mercês";"Frei Fernando Henrique Marques Brito";"Rua Roberto Silva, 76";"Ramos";"Rio de Janeiro";"RJ";"Brasil";"21060-230";"(21) 2564-8291";"Confissões: Segunda a Sábado após a missa das 7h";-22.856644;-43.259487;"Domingo	07h 08h30 10h 18h
Seg Qui Sex	07h e 19h
Ter 07h
Qua 07h
Sábado:	07h e 17h";"";"";"pascom.pnsmercesrj@gmail.com";"Rio de Janeiro";"eo6Pp";NULL;"";"2015-10-09 10:38:32"
104;"Nossa Senhora de Copacabana e Santa Rosa de Lima";"Mons. Aroldo da Silva Ribeiro";"Rua Hilário de Gouveia, 36";"Copacabana";"Rio de Janeiro";"RJ";"Brasil";"22040-020";"(21) 2548-5095";"";-22.969062;-43.183349;"Seg Sex 16:30 18:00 19:00
Ter 07:00 16:30 19:00
Qua Qui 18:00 19:00
Sab 16:00 17:30 19:00
Dom 07:00 08:30 10:00 12:00 16:00 17:30 19:00 20:30
Seg Qua Qui Sex Sab 7:00, 8:00, 9:00, 10:00,  11:00, 12:00
Dom 11:30 (Missa em Inglês)";"seg, qua, qui, sex, sáb 9h às 12h e 16h às 19h";"http://paroquianscopacabana.wordpress.com/";"pascomnsadecopacabana@gmail.com";"Rio de Janeiro";"H7qpM";NULL;"Funciona no horário comercial, exceto terça-feira.";"2015-01-10 19:56:24"
105;"Nossa Senhora de Fátima";"Pe. Carlos Alberto Pinto";"Rua Mambarés, 68";"Marechal Hermes";"Rio de Janeiro";"RJ";"Brasil";"21557-060";"(21) 3390-7526";"";-22.855922;-43.372866;"Dom 07:30 09:30 18:00
Seg 19:00
";"";"";"";"Rio de Janeiro";"tRbEt";NULL;NULL;"2013-01-12 13:29:42"
106;"Nossa Senhora de Fátima";"Pe. Fábio Macereau dos Santos";"Estrada de Maracaí, 305";"Furnas";"Rio de Janeiro";"RJ";"Brasil";"20531-690";"(21) 3152-5848";"";-22.97391;-43.283563;"Seg Qua Sex 07:30 
Sab 08:00 17:00
Dom 07:30 19:00";"Sex Dom 17:00";"";"";"Rio de Janeiro";"VlLeQ";NULL;NULL;"2012-12-29 13:22:16"
107;"Nossa Senhora de Fátima";"Pe. Paulo César Magalhães, PODP";"Rua Riachuelo, 367";"Centro";"Rio de Janeiro";"RJ";"Brasil";"20230-012";"(21) 2232-3640";"";-22.912522;-43.191949;"Seg a Sab 08:00 19:00
Dom 07:30 09:30 11:00 19:00";"Ter a Sex 9:30 as 11:00 14:00 as 16:00";"";"";"Rio de Janeiro";"8563x";NULL;NULL;"2012-12-29 13:22:16"
108;"Nossa Senhora de Fátima";"Pe. Fr. Jorge Fernando da Silva Coelho, OFMConv";"Estrada dos Vieiras, 90";"Paciência";"Rio de Janeiro";"RJ";"Brasil";"23587-610";"(21) 2409-6996";"";-22.917284;-43.63218;"Seg Qua 19:00
Dom 07:30 09:30 18:00
";"";"";"";"Rio de Janeiro";"kOqTU";NULL;NULL;"2012-12-29 13:22:16"
109;"Paróquia Nossa Senhora de Fátima";"Pe. João Jefferson Chagas";"Av. Darcy Bittencourt Costa, 150";"Olaria";"Rio de Janeiro";"RJ";"Brasil";"21073-140";"(21) 2270-2087";"";-22.85012;-43.272926;"Domingo:	07:00, 10:00, 19:00
Segunda-feira:	19:00
Terça-feira:	07:00
Quarta-feira:	20:00
Quinta-feira:	07:00
Sexta-feira:	19:00
Sábado:	19:00";"Segunda-feira:	20:00
Terça-feira:	20:00
Quinta-feira:	20:00
Sexta-feira:	20:00";"http://www.pnsfatima.org.br";"secretaria@pnsfatima.org.br, pascom@pnsfatima.org.br";"Rio de Janeiro";"Miat1";NULL;"Terça, quinta e sexta-feira - 9h às 12h e 15h às 18:30h
Sábado 8h às 12h";"2015-06-05 12:34:15"
110;"Nossa Senhora de Fátima";"Mons. Jan Kaleta";"Rua Benevente, 15";"Pechincha";"Rio de Janeiro";"RJ";"Brasil";"22743-140";"(21) 3392-9514";"";-22.929089;-43.354153;"Seg Ter Qui Sex 19:00
Sab 18:00
Dom 08:00 10:15 19:30";"";"";"";"Rio de Janeiro";"z2LIY";NULL;NULL;"2013-01-12 13:29:42"
111;"Paróquia Nossa Senhora de Fátima";"Pe. Sílvio de Barros Gomes";"Estrada dos Sete Riachos, 422";"Santíssimo";"Rio de Janeiro";"RJ";"Brasil";"23098-006";"(21) 2404-2904";"";-22.8659787;-43.5110047;"Domingo 7h, 9h e 17h50";"";"";"";"Rio de Janeiro";"bM5i5";NULL;"";"2014-02-23 16:12:55"
112;"Nossa Senhora de Fátima";"Pe. Ary da Costa Araújo";"Rua Pereira Pinto, 52";"Tomás Coelho";"Rio de Janeiro";"RJ";"Brasil";"20761-350";"(21) 2289-8738";"";-22.868089;-43.303335;"1a Qui 18:30
Qui 19:00
Sab 08:00
Dom 07:30 09:30 18:00";"";"";"";"Rio de Janeiro";"Dfq7c";NULL;NULL;"2013-02-03 17:31:55"
113;"Nossa Senhora de Fátima e São João de Deus";"Pe. Luiz Carlos Vital de Oliveira";"Estrada Manoel Nogueira de Sá 1.421 - Jardim Novo";"Realengo";"Rio de Janeiro";"RJ";"Brasil";"21745-290";"(21) 2301-0219";"";-22.893982;-43.419293;"";"";"";"";"Rio de Janeiro";"pzaX9";NULL;NULL;"2013-01-11 18:32:25"
114;"Nossa Senhora de Fátima Ranha de Todos os Santos";"Pe. Antonio José Afonso da Costa";"Rua Adriano, 158";"Todos os Santos";"Rio de Janeiro";"RJ";"Brasil";"20735-060";"(21) 2289-2099";"";-22.900136;-43.288972;"Sab 17:00
Dom 8:00 10:00 18:00
";"";"http://www.riodedeus.com";"";"Rio de Janeiro";"SJKwg";NULL;NULL;"2012-12-29 20:28:12"
115;"Nossa Senhora de Guadalupe";"Pe. Gersoneide Francisco Costa, OdeM";"Pça. Nossa Senhora de Guadalupe, s/n";"Guadalupe";"Rio de Janeiro";"RJ";"Brasil";"21670-000";"(21) 2458-4551";"";-22.8413088;-43.3710932;"seg, ter, qui, sex  7:30 e 19:30
qua, sáb 7:30 
Domingo 7:30 9:30 19:00";"Seg a sáb 7:30 (depois da missa)";"";"";"Rio de Janeiro";"4d5MD";NULL;"Segunda a sexta 8:00 às 11:00 e 16:00 às 19:30";"2014-03-16 18:12:33"
116;"Nossa Senhora de Guadalupe";"Pe. Barnabé da Cunha";"Travessa Chiaspas, s/n";"Jardim Guadalajara - Inhaúma";"Rio de Janeiro";"RJ";"Brasil";"21061-350";"(21) 2260-4321";"";-22.86551;-43.274901;"";"";"";"";"Rio de Janeiro";"gwplk";NULL;NULL;"2013-01-12 13:29:42"
118;"Nossa Senhora de Nazaré";"Pe. Flávio Demoliner, SC";"Praça Nossa Senhora de Nazaré, 18";"Anchieta";"Rio de Janeiro";"RJ";"Brasil";"21645-430";"(21) 2455-1359";"";-22.8213435;-43.398707;"Seg Qui Sex 19:00
Dom 07:00 09:00 19:00";"Seg Qui Sex 18:00";"";"";"Rio de Janeiro";"vaKao";NULL;NULL;"2012-12-29 13:22:16"
119;"Paróquia Nossa Senhora do Amparo e Santa Maria Goretti";"Pe. Marcelo Renato";"Av. Dom Hélder Câmara, 9887";"Cascadura";"Rio de Janeiro";"RJ";"Brasil";"21380-002";"(21) 2596-9095";"";-22.882733;-43.322242;"domingo 08:00 10:30  18:30
Seg Ter Qui Sex 19:00";"";"http://www.paroquiaamparo.com";"";"Rio de Janeiro";"Xu50L";NULL;"";"2014-05-24 22:52:40"
120;"Nossa Senhora do Bonsucesso";"Pe. Geraldo Barcelos de Lima";"Rua General Galiene, 122";"Bonsucesso";"Rio de Janeiro";"RJ";"Brasil";"21050-780";"(21) 2280-0244";"Confissões sempre meia hora antes das Missas";-22.8693;-43.257959;"Seg 7h
Seg a sáb 8h e 8:30 (Depende de marcação de Missas)
sex 18h
dom 7h, 8h30, 10h, 18h";"";"";"";"Rio de Janeiro";"ADpPs";NULL;NULL;"2013-04-11 10:05:44"
121;"Paróquia Nossa Senhora do Bonsucesso de Inhaúma";"Pe. Thiago Azevedo Pereira";"Rua Olga, 21";"Bonsucesso";"Rio de Janeiro";"RJ";"Brasil";"21041-140";"(21) 3437-5111, (21) 3269-4610";"E-mail PASCOM: pascompnsbi@gmail.com

Orkut: http://www.orkut.com.br/Main#Profile?uid=5199497778005357778&rl=t

Facebook: http://www.facebook.com/home.php#%21/profile.php?id=100001429422789

Confissões também antes ou depois das missas (Dependendo da disponibilidade do padre)";-22.8688123;-43.2498363;"Domingo: 8:00, 10:30
Domingo 18:00 (Capela São José)
Segunda-feira: 19:00 (Missa da Luz-Falecidos)
Quarta-feira: 19:00 (Capela São José)
Quinta-feira: 19:00
Sexta-feira: 8:00";"Sexta-feira: 15:00 às 19:00";"http://paroquiansbi.blogspot.com.br";"pnsbonsucessoi@yahoo.com.br";"Rio de Janeiro";"mXZpP";NULL;"";"2014-06-02 19:01:33"
122;"Nossa Senhora do Brasil";"Côn. Antônio José de Moraes";"Av. Portugal, 772";"Urca";"Rio de Janeiro";"RJ";"Brasil";"22291-050";"(21) 2295-0496";"";-22.948322;-43.165648;"Seg Qui 18:00
Ter Qua Sex 08:00
Sab 17:30
Dom 09:00 11:00 18:00";"Seg Qui 17:00";"";"";"Rio de Janeiro";"OrKEw";NULL;NULL;"2012-12-29 13:22:16"
123;"Nossa Senhora do Carmo";"Pe. Fr. Valter Rubens Gomes dos Santos, OCarm";"Av. Vicente de Carvalho, 970";"Vicente de Carvalho";"Rio de Janeiro";"RJ";"Brasil";"21210-000";"(21) 3391-2007";"";-22.850771;-43.309905;"Domingo 7h30 10h e 18h
Ter Qui 19h
Qua Sex 07h
Sábado 07h e 17h30";"";"";"";"Rio de Janeiro";"1B4eT";NULL;"";"2015-10-08 14:08:03"
124;"Nossa Senhora do Carmo da Antiga Sé";"Pe. Jaime Henrique";"Rua Sete de Setembro, 14";"Centro";"Rio de Janeiro";"RJ";"Brasil";"20050-009";"(21) 2242-7766";"A Igreja de Nossa Senhora do Monte do Carmo está no Centro da cidade do Rio de Janeiro, no Brasil. Foi a sede episcopal da diocese até 1976, quando foi concluída a nova Catedral de São Sebastião do Rio de Janeiro, razão pela qual também é referida como Antiga Sé.

Visita guiada de segunda a sábado.";-22.903317;-43.175371;"Domingo 9:00 (Missa na Forma Extraordinária) 
Domingo 11:00
Segunda 8:00	
Terça 8:00	
Quarta 8:00 e 9:00	
Quinta 8:00 
Sexta 8:00	
1o Sabado 10:00 (Arautos do Evangelho)
2o Sab 10:00 (Virgem de los Milagros de Caacupé)
1a Quarta 11:30 (Missa em honra a São José)";"Dom 8:30 às 9:00";"";"antigase@gmail.com";"Rio de Janeiro";"dUp40";NULL;"";"2015-02-12 20:44:33"
125;"Nossa Senhora do Desterro";"Pe. Paulo Roberto Teixeira";"Rua Amaral Costa, 141 - Praça Dom João Esberard";"Campo Grande";"Rio de Janeiro";"RJ";"Brasil";"23050-320";"(21) 2413-4837";"";-22.905652;-43.561279;"Seg a Sex 07:00
Qua Sex 12:00
Ter Qui 19:00
Dom 07:00 09:00 11:00 18:00";"Quinta-feira: 8h30 às 10h30
Quarta e Sexta-feira: 16h às 18h.";"www.paroquiansradodesterro.com.br";"paquiansradodesterro@uol.com.br";"Rio de Janeiro";"FoZTX";NULL;"Terça a Sexta-feira: 8h às 19h
Sábado: 8h às 12h.";"2014-04-15 19:44:27"
126;"Paróquia Nossa Senhora do Divino Amor";"Pe. Rogério Heleno Pereira Félix";"Estrada Coronel Vieira, 812";"Irajá";"Rio de Janeiro";"RJ";"Brasil";"21220-310";"(21) 3352-2486";"<strong>Facebook:</strong> <a href=\"https://www.facebook.com/nsdivinoamor\"> www.facebook.com/nsdivinoamor</a>";-22.8447764;-43.3222026;"Domingo: 7:00, 9:00, 18:00
Segunda-feira:  19:00
Quarta-feira: 19:00
Quinta-feira: 19:00
Sexta-feira: 19:00
Sábado: 17:00";"Domingo: 6:30, 8:30, 17:30
Segunda-feira:  18:30
Quarta-feira: 18:30
Quinta-feira: 18:30
Sexta-feira: 18:30
Sábado: 16:30";"http://www.paroquiadivinoamor.com";"";"Rio de Janeiro";"s8Jt4";NULL;"";"2015-01-07 18:31:21"
127;"Nossa Senhora do Loreto (Santuário)";"Pe. Sebastião Noronha Cintra, CRSP";"Ladeira da Freguesia, 375";"Freguesia - Jacarepaguá";"Rio de Janeiro";"RJ";"Brasil";"22760-090";"(21) 3392-4402";"";-22.939175;-43.346632;"Seg a Sex 7:00 19:30
Sab 7:00 18:30
Dom 7:00 8:30 10:30 19:00
";"";"http://www.loreto.org.br";"";"Rio de Janeiro";"US4Ib";NULL;NULL;"2012-12-29 20:28:12"
128;"Paróquia Nossa Senhora do Loreto";"Pe. Alex da Silva Siqueira";"Estrada do Maracajá, 635";"Galeão";"Rio de Janeiro";"RJ";"Brasil";"21941-395";"(21) 3393-6474";"";-22.820193;-43.230821;"Terça: 18:30
Última terça 19:30
Quarta: 19:00
Quinta 19:00
Sexta: 19:00
Sábado: 18:00
Domingo: 08:00, 10:00 e 19:00";"";"";"";"Rio de Janeiro";"6loi8";NULL;NULL;"2013-08-11 19:00:27"
129;"Nossa Senhora do Monte Claro (Para os fiéis de língua polonesa)";"Pe. Jan Sobieraj, SChr";"Rua Marquês de Abrantes, 215";"Flamengo";"Rio de Janeiro";"RJ";"Brasil";"22230-060";"(21) 2551-1248";"";-22.940734;-43.178651;"";"";"";"";"Rio de Janeiro";"j5Z7f";NULL;NULL;"2013-01-11 18:32:25"
130;"Paróquia Nossa Senhora do Perpétuo Socorro";"Pe. Jorge Aziz Abrahão";"Praça Edmundo Rego, 27";"Grajaú";"Rio de Janeiro";"RJ";"Brasil";"20561-130";"(21) 2576-0398";"";-22.922339;-43.264961;"Dom 7h, 8h30, 10h, 17h
Dom 18h30 (missa dos jovens)
 
Sábado 15:00 (missa das crianças) 
Sab 17:00
Segunda, Quarta, Quinta e Sexta 7:00 e 18:00";"";"";"";"Rio de Janeiro";"LPJXC";NULL;NULL;"2013-06-20 12:43:12"
131;"Paróquia Nossa Senhora do Perpétuo Socorro";"Pe. Manuel Eugênio Amorim Rosa";"Rua General Etchegoyen, 199";"Parque Colúmbia - Pavuna";"Rio de Janeiro";"RJ";"Brasil";"21535-240";"(21) 2474-4962";"";-22.81296;-43.337369;"Domingo 8:30 e 18h
Terça 19h
Quarta 19h
Quinta 19h
Sexta 19h
Sábado 18h";"Terça a Sexta das 18h às 19h e das 19:30 às 20:30";"http://www.pansps.com.br";"pnsps.pc@gmail.com";"Rio de Janeiro";"xj3wj";NULL;NULL;"2013-04-15 14:49:03"
132;"Nossa Senhora do Perpétuo Socorro";"Pe. Adilson Ribeiro dos Santos, OdeM";"Estrada do Curtume, 37";"Santa Cruz";"Rio de Janeiro";"RJ";"Brasil";"23560-130";"(21) 3395-2045";"";-22.875484;-43.6760993;"";"";"";"";"Rio de Janeiro";"a2oMG";NULL;NULL;"2013-01-19 11:41:34"
133;"Paróquia Nossa Senhora do Rosário";"Pe. João de Deus Góis";"Av. Dom Hélder Câmara, 3.844";"Del Castilho";"Rio de Janeiro";"RJ";"Brasil";"20771-003";"(21) 2281-8075";"";-22.880668;-43.272664;"Seg Sab 18:30 
Ter a Sex 16:30
Dom 7:00 9:00 18:00";"Seg Sab 17h
Dom 6:00 as 7:00 17:00 as 18:00
1a Sex 16:00 as 18:00";"http://www.vozdorosario.com";"";"Rio de Janeiro";"CMYln";NULL;NULL;"2013-05-10 12:06:55"
